sent_at;sent_at_local;tz_offset;language;machine;amount
2020-06-21 15:14:06Z;2020-06-21 17:14:06;120;JavaScript;latitude-E6440;6
2020-06-21 15:06:19Z;2020-06-21 17:06:19;120;JavaScript;latitude-E6440;2
2020-06-21 15:22:50Z;2020-06-21 17:22:50;120;JavaScript;latitude-E6440;25
2020-06-21 15:06:30Z;2020-06-21 17:06:30;120;JavaScript;latitude-E6440;1
2020-06-21 15:20:57Z;2020-06-21 17:20:57;120;JavaScript;latitude-E6440;33
2020-06-21 15:24:37Z;2020-06-21 17:24:37;120;JavaScript;latitude-E6440;44
2020-06-21 15:04:04Z;2020-06-21 17:04:04;120;JavaScript;latitude-E6440;9
2020-06-21 15:19:35Z;2020-06-21 17:19:35;120;JavaScript;latitude-E6440;1
2020-06-21 15:08:52Z;2020-06-21 17:08:52;120;JavaScript;latitude-E6440;9
2020-06-21 15:19:19Z;2020-06-21 17:19:19;120;JavaScript;latitude-E6440;7
2020-06-21 15:02:57Z;2020-06-21 17:02:57;120;JavaScript;latitude-E6440;21
2020-06-21 15:25:20Z;2020-06-21 17:25:20;120;JavaScript;latitude-E6440;16
2020-06-21 15:07:07Z;2020-06-21 17:07:07;120;JavaScript;latitude-E6440;16
2020-06-21 15:25:47Z;2020-06-21 17:25:47;120;Plain text;latitude-E6440;1
2020-06-21 15:13:13Z;2020-06-21 17:13:13;120;JavaScript;latitude-E6440;9
2020-06-21 16:11:17Z;2020-06-21 18:11:17;120;CSS;latitude-E6440;9
2020-06-21 16:13:39Z;2020-06-21 18:13:39;120;CSS;latitude-E6440;5
2020-06-21 16:20:24Z;2020-06-21 18:20:24;120;JavaScript;latitude-E6440;39
2020-06-21 16:08:19Z;2020-06-21 18:08:19;120;JavaScript;latitude-E6440;30
2020-06-21 16:10:49Z;2020-06-21 18:10:49;120;CSS;latitude-E6440;19
2020-06-21 16:22:08Z;2020-06-21 18:22:08;120;JavaScript;latitude-E6440;34
2020-06-21 16:04:16Z;2020-06-21 18:04:16;120;JavaScript;latitude-E6440;13
2020-06-21 16:09:57Z;2020-06-21 18:09:57;120;CSS;latitude-E6440;36
2020-06-21 16:14:31Z;2020-06-21 18:14:31;120;CSS;latitude-E6440;10
2020-06-21 16:12:21Z;2020-06-21 18:12:21;120;CSS;latitude-E6440;5
2020-06-21 15:07:28Z;2020-06-21 17:07:28;120;JavaScript;latitude-E6440;17
2020-06-21 16:12:37Z;2020-06-21 18:12:37;120;CSS;latitude-E6440;3
2020-06-21 16:14:06Z;2020-06-21 18:14:06;120;CSS;latitude-E6440;3
2020-06-21 16:11:47Z;2020-06-21 18:11:47;120;CSS;latitude-E6440;11
2020-06-21 15:14:51Z;2020-06-21 17:14:51;120;JavaScript;latitude-E6440;13
2020-06-21 16:19:42Z;2020-06-21 18:19:42;120;JavaScript;latitude-E6440;4
2020-06-21 16:42:18Z;2020-06-21 18:42:18;120;JavaScript;latitude-E6440;15
2020-06-21 16:25:17Z;2020-06-21 18:25:17;120;JavaScript;latitude-E6440;6
2020-06-21 16:12:05Z;2020-06-21 18:12:05;120;CSS;latitude-E6440;5
2020-06-21 16:08:42Z;2020-06-21 18:08:42;120;CSS;latitude-E6440;9
2020-06-21 16:13:08Z;2020-06-21 18:13:08;120;CSS;latitude-E6440;13
2020-06-21 16:51:36Z;2020-06-21 18:51:36;120;CSS;latitude-E6440;5
2020-06-21 16:56:51Z;2020-06-21 18:56:51;120;CSS;latitude-E6440;14
2020-06-21 16:18:27Z;2020-06-21 18:18:27;120;JavaScript;latitude-E6440;15
2020-06-21 16:57:19Z;2020-06-21 18:57:19;120;CSS;latitude-E6440;4
2020-06-21 16:23:13Z;2020-06-21 18:23:13;120;JavaScript;latitude-E6440;4
2020-06-21 16:59:50Z;2020-06-21 18:59:50;120;CSS;latitude-E6440;3
2020-06-21 16:16:03Z;2020-06-21 18:16:03;120;JavaScript;latitude-E6440;14
2020-06-21 16:22:56Z;2020-06-21 18:22:56;120;JavaScript;latitude-E6440;3
2020-06-21 16:59:22Z;2020-06-21 18:59:22;120;CSS;latitude-E6440;15
2020-06-21 16:48:14Z;2020-06-21 18:48:14;120;Plain text;latitude-E6440;1
2020-06-21 16:58:39Z;2020-06-21 18:58:39;120;CSS;latitude-E6440;11
2020-06-21 16:15:26Z;2020-06-21 18:15:26;120;JavaScript;latitude-E6440;11
2020-06-21 16:16:22Z;2020-06-21 18:16:22;120;CSS;latitude-E6440;7
2020-06-21 16:22:44Z;2020-06-21 18:22:44;120;JavaScript;latitude-E6440;19
2020-06-21 17:01:38Z;2020-06-21 19:01:38;120;CSS;latitude-E6440;16
2020-06-21 17:02:10Z;2020-06-21 19:02:10;120;CSS;latitude-E6440;4
2020-06-21 17:02:47Z;2020-06-21 19:02:47;120;Plain text;latitude-E6440;1
2020-06-21 16:25:50Z;2020-06-21 18:25:50;120;Plain text;latitude-E6440;1
2020-06-21 17:00:15Z;2020-06-21 19:00:15;120;CSS;latitude-E6440;12
2020-06-21 17:00:47Z;2020-06-21 19:00:47;120;CSS;latitude-E6440;5
2020-06-21 17:01:58Z;2020-06-21 19:01:58;120;CSS;latitude-E6440;9
2020-06-21 17:01:03Z;2020-06-21 19:01:03;120;CSS;latitude-E6440;7
2020-06-21 16:56:12Z;2020-06-21 18:56:12;120;CSS;latitude-E6440;4
2020-06-21 16:52:26Z;2020-06-21 18:52:26;120;CSS;latitude-E6440;17
2020-06-21 16:59:37Z;2020-06-21 18:59:37;120;CSS;latitude-E6440;4
2020-06-21 16:47:48Z;2020-06-21 18:47:48;120;JavaScript;latitude-E6440;11
2020-06-21 17:00:32Z;2020-06-21 19:00:32;120;CSS;latitude-E6440;7
2020-06-21 16:53:08Z;2020-06-21 18:53:08;120;CSS;latitude-E6440;19
2020-06-21 16:53:22Z;2020-06-21 18:53:22;120;CSS;latitude-E6440;6
2020-06-21 16:57:33Z;2020-06-21 18:57:33;120;CSS;latitude-E6440;4
2020-06-21 19:05:35Z;2020-06-21 21:05:35;120;SVG;latitude-E6440;1
2020-06-21 19:06:19Z;2020-06-21 21:06:19;120;SVG;latitude-E6440;1
2020-06-21 16:57:06Z;2020-06-21 18:57:06;120;CSS;latitude-E6440;5
2020-06-21 19:06:47Z;2020-06-21 21:06:47;120;SVG;latitude-E6440;1
2020-06-21 19:23:41Z;2020-06-21 21:23:41;120;JavaScript;latitude-E6440;3
2020-06-21 19:00:01Z;2020-06-21 21:00:01;120;JavaScript;latitude-E6440;12
2020-06-21 19:01:39Z;2020-06-21 21:01:39;120;SVG;latitude-E6440;1
2020-06-21 19:00:20Z;2020-06-21 21:00:20;120;JavaScript;latitude-E6440;6
2020-06-21 19:05:15Z;2020-06-21 21:05:15;120;SVG;latitude-E6440;1
2020-06-21 18:54:31Z;2020-06-21 20:54:31;120;JavaScript;latitude-E6440;11
2020-06-21 19:07:46Z;2020-06-21 21:07:46;120;SVG;latitude-E6440;1
2020-06-21 19:17:17Z;2020-06-21 21:17:17;120;JavaScript;latitude-E6440;12
2020-06-21 19:15:32Z;2020-06-21 21:15:32;120;JavaScript;latitude-E6440;5
2020-06-21 19:46:57Z;2020-06-21 21:46:57;120;JavaScript;latitude-E6440;11
2020-06-21 19:40:30Z;2020-06-21 21:40:30;120;JavaScript;latitude-E6440;12
2020-06-21 19:49:16Z;2020-06-21 21:49:16;120;JavaScript;latitude-E6440;4
2020-06-21 18:59:31Z;2020-06-21 20:59:31;120;JavaScript;latitude-E6440;7
2020-06-21 19:23:03Z;2020-06-21 21:23:03;120;JavaScript;latitude-E6440;14
2020-06-21 19:06:00Z;2020-06-21 21:06:00;120;SVG;latitude-E6440;1
2020-06-21 19:23:53Z;2020-06-21 21:23:53;120;JavaScript;latitude-E6440;4
2020-06-21 19:46:29Z;2020-06-21 21:46:29;120;JavaScript;latitude-E6440;11
2020-06-21 18:52:29Z;2020-06-21 20:52:29;120;SVG;latitude-E6440;4
2020-06-21 19:04:54Z;2020-06-21 21:04:54;120;SVG;latitude-E6440;1
2020-06-21 19:24:17Z;2020-06-21 21:24:17;120;JavaScript;latitude-E6440;5
2020-06-21 19:02:58Z;2020-06-21 21:02:58;120;SVG;latitude-E6440;1
2020-06-21 19:02:25Z;2020-06-21 21:02:25;120;SVG;latitude-E6440;1
2020-06-21 19:48:59Z;2020-06-21 21:48:59;120;JavaScript;latitude-E6440;8
2020-06-21 19:33:39Z;2020-06-21 21:33:39;120;JavaScript;latitude-E6440;4
2020-06-21 19:34:04Z;2020-06-21 21:34:04;120;JavaScript;latitude-E6440;3
2020-06-21 19:01:01Z;2020-06-21 21:01:01;120;SVG;latitude-E6440;1
2020-06-21 19:03:56Z;2020-06-21 21:03:56;120;JavaScript;latitude-E6440;4
2020-06-21 19:39:47Z;2020-06-21 21:39:47;120;JavaScript;latitude-E6440;4
2020-06-21 20:02:20Z;2020-06-21 22:02:20;120;JavaScript;latitude-E6440;17
2020-06-21 18:55:17Z;2020-06-21 20:55:17;120;JavaScript;latitude-E6440;26
2020-06-21 19:33:20Z;2020-06-21 21:33:20;120;JavaScript;latitude-E6440;16
2020-06-21 20:20:38Z;2020-06-21 22:20:38;120;JavaScript;latitude-E6440;2
2020-06-21 19:38:34Z;2020-06-21 21:38:34;120;JavaScript;latitude-E6440;19
2020-06-21 20:30:22Z;2020-06-21 22:30:22;120;JavaScript;latitude-E6440;8
2020-06-21 19:16:36Z;2020-06-21 21:16:36;120;JavaScript;latitude-E6440;29
2020-06-21 20:26:51Z;2020-06-21 22:26:51;120;JavaScript;latitude-E6440;3
2020-06-21 20:20:59Z;2020-06-21 22:20:59;120;JavaScript;latitude-E6440;2
2020-06-21 20:25:20Z;2020-06-21 22:25:20;120;JavaScript;latitude-E6440;5
2020-06-21 20:27:32Z;2020-06-21 22:27:32;120;JavaScript;latitude-E6440;5
2020-06-21 20:39:36Z;2020-06-21 22:39:36;120;JavaScript;latitude-E6440;21
2020-06-21 20:27:16Z;2020-06-21 22:27:16;120;JavaScript;latitude-E6440;6
2020-06-21 20:39:08Z;2020-06-21 22:39:08;120;JavaScript;latitude-E6440;16
2020-06-21 19:45:17Z;2020-06-21 21:45:17;120;JavaScript;latitude-E6440;25
2020-06-21 19:50:44Z;2020-06-21 21:50:44;120;JavaScript;latitude-E6440;45
2020-06-21 20:23:29Z;2020-06-21 22:23:29;120;JavaScript;latitude-E6440;3
2020-06-21 20:05:16Z;2020-06-21 22:05:16;120;JavaScript;latitude-E6440;2
2020-06-21 20:23:50Z;2020-06-21 22:23:50;120;JavaScript;latitude-E6440;2
2020-06-21 20:33:52Z;2020-06-21 22:33:52;120;JavaScript;latitude-E6440;12
2020-06-21 19:48:36Z;2020-06-21 21:48:36;120;JavaScript;latitude-E6440;7
2020-06-21 19:44:41Z;2020-06-21 21:44:41;120;JavaScript;latitude-E6440;5
2020-06-21 20:04:31Z;2020-06-21 22:04:31;120;JavaScript;latitude-E6440;5
2020-06-21 20:44:48Z;2020-06-21 22:44:48;120;JavaScript;latitude-E6440;5
2020-06-21 20:02:56Z;2020-06-21 22:02:56;120;JavaScript;latitude-E6440;12
2020-06-21 21:06:04Z;2020-06-21 23:06:04;120;JavaScript;latitude-E6440;9
2020-06-21 20:22:32Z;2020-06-21 22:22:32;120;JavaScript;latitude-E6440;22
2020-06-21 21:07:23Z;2020-06-21 23:07:23;120;JavaScript;latitude-E6440;7
2020-06-21 20:42:00Z;2020-06-21 22:42:00;120;JavaScript;latitude-E6440;8
2020-06-21 20:22:57Z;2020-06-21 22:22:57;120;JavaScript;latitude-E6440;10
2020-06-21 20:34:17Z;2020-06-21 22:34:17;120;JavaScript;latitude-E6440;8
2020-06-21 20:33:24Z;2020-06-21 22:33:24;120;JavaScript;latitude-E6440;12
2020-06-21 20:54:54Z;2020-06-21 22:54:54;120;JavaScript;latitude-E6440;17
2020-06-21 20:38:00Z;2020-06-21 22:38:00;120;JavaScript;latitude-E6440;16
2020-06-21 20:40:39Z;2020-06-21 22:40:39;120;JavaScript;latitude-E6440;28
2020-06-21 20:55:24Z;2020-06-21 22:55:24;120;JavaScript;latitude-E6440;7
2020-06-21 21:11:14Z;2020-06-21 23:11:14;120;JavaScript;latitude-E6440;16
2020-06-21 20:23:19Z;2020-06-21 22:23:19;120;JavaScript;latitude-E6440;5
2020-06-21 19:47:56Z;2020-06-21 21:47:56;120;JavaScript;latitude-E6440;2
2020-06-21 20:44:26Z;2020-06-21 22:44:26;120;JavaScript;latitude-E6440;19
2020-06-21 20:28:24Z;2020-06-21 22:28:24;120;JavaScript;latitude-E6440;10
2020-06-21 20:21:35Z;2020-06-21 22:21:35;120;JavaScript;latitude-E6440;8
2020-06-21 20:38:15Z;2020-06-21 22:38:15;120;JavaScript;latitude-E6440;3
2020-06-21 20:20:04Z;2020-06-21 22:20:04;120;JavaScript;latitude-E6440;15
2020-06-21 21:03:29Z;2020-06-21 23:03:29;120;JavaScript;latitude-E6440;7
2020-06-21 20:57:26Z;2020-06-21 22:57:26;120;JavaScript;latitude-E6440;5
2020-06-21 20:36:53Z;2020-06-21 22:36:53;120;JavaScript;latitude-E6440;11
2020-06-21 21:12:07Z;2020-06-21 23:12:07;120;JavaScript;latitude-E6440;13
2020-06-21 20:27:53Z;2020-06-21 22:27:53;120;JavaScript;latitude-E6440;6
2020-06-21 20:59:32Z;2020-06-21 22:59:32;120;JavaScript;latitude-E6440;20
2020-06-21 21:03:04Z;2020-06-21 23:03:04;120;JavaScript;latitude-E6440;17
2020-06-21 20:41:31Z;2020-06-21 22:41:31;120;JavaScript;latitude-E6440;4
2020-06-21 20:26:28Z;2020-06-21 22:26:28;120;JavaScript;latitude-E6440;5
2020-06-21 20:30:03Z;2020-06-21 22:30:03;120;JavaScript;latitude-E6440;29
2020-06-21 21:15:22Z;2020-06-21 23:15:22;120;JavaScript;latitude-E6440;60
2020-06-21 20:26:03Z;2020-06-21 22:26:03;120;JavaScript;latitude-E6440;6
2020-06-21 20:36:18Z;2020-06-21 22:36:18;120;JavaScript;latitude-E6440;11
2020-06-21 20:38:35Z;2020-06-21 22:38:35;120;JavaScript;latitude-E6440;8
2020-06-21 20:51:44Z;2020-06-21 22:51:44;120;JavaScript;latitude-E6440;8
2020-06-21 20:58:41Z;2020-06-21 22:58:41;120;JavaScript;latitude-E6440;6
2020-06-21 21:00:42Z;2020-06-21 23:00:42;120;JavaScript;latitude-E6440;2
2020-06-21 20:41:13Z;2020-06-21 22:41:13;120;JavaScript;latitude-E6440;18
2020-06-21 21:13:22Z;2020-06-21 23:13:22;120;JavaScript;latitude-E6440;72
2020-06-21 21:33:52Z;2020-06-21 23:33:52;120;JavaScript;latitude-E6440;16
2020-06-21 20:43:41Z;2020-06-21 22:43:41;120;JavaScript;latitude-E6440;5
2020-06-21 20:58:26Z;2020-06-21 22:58:26;120;JavaScript;latitude-E6440;13
2020-06-21 21:07:40Z;2020-06-21 23:07:40;120;JavaScript;latitude-E6440;2
2020-06-21 20:45:37Z;2020-06-21 22:45:37;120;JavaScript;latitude-E6440;20
2020-06-21 21:04:56Z;2020-06-21 23:04:56;120;JavaScript;latitude-E6440;2
2020-06-21 21:11:39Z;2020-06-21 23:11:39;120;JavaScript;latitude-E6440;2
2020-06-21 21:03:50Z;2020-06-21 23:03:50;120;JavaScript;latitude-E6440;7
2020-06-21 20:42:17Z;2020-06-21 22:42:17;120;JavaScript;latitude-E6440;5
2020-06-21 21:04:10Z;2020-06-21 23:04:10;120;JavaScript;latitude-E6440;4
2020-06-21 21:06:59Z;2020-06-21 23:06:59;120;JavaScript;latitude-E6440;3
2020-06-21 21:34:20Z;2020-06-21 23:34:20;120;JavaScript;latitude-E6440;9
2020-06-21 21:00:04Z;2020-06-21 23:00:04;120;JavaScript;latitude-E6440;13
2020-06-21 21:04:45Z;2020-06-21 23:04:45;120;JavaScript;latitude-E6440;13
2020-06-21 21:36:05Z;2020-06-21 23:36:05;120;JavaScript;latitude-E6440;7
2020-06-21 22:00:37Z;2020-06-22 00:00:37;120;JavaScript;latitude-E6440;4
2020-06-21 22:28:30Z;2020-06-22 00:28:30;120;JavaScript;latitude-E6440;5
2020-06-21 21:54:15Z;2020-06-21 23:54:15;120;JavaScript;latitude-E6440;2
2020-06-21 21:08:04Z;2020-06-21 23:08:04;120;JavaScript;latitude-E6440;9
2020-06-21 20:57:51Z;2020-06-21 22:57:51;120;JavaScript;latitude-E6440;5
2020-06-21 22:14:11Z;2020-06-22 00:14:11;120;JavaScript;latitude-E6440;6
2020-06-21 22:25:55Z;2020-06-22 00:25:55;120;JavaScript;latitude-E6440;65
2020-06-21 22:26:24Z;2020-06-22 00:26:24;120;JavaScript;latitude-E6440;11
2020-06-21 21:06:47Z;2020-06-21 23:06:47;120;JavaScript;latitude-E6440;16
2020-06-21 22:11:20Z;2020-06-22 00:11:20;120;JavaScript;latitude-E6440;6
2020-06-21 22:36:53Z;2020-06-22 00:36:53;120;JavaScript;latitude-E6440;5
2020-06-21 21:33:05Z;2020-06-21 23:33:05;120;JavaScript;latitude-E6440;17
2020-06-21 20:56:56Z;2020-06-21 22:56:56;120;JavaScript;latitude-E6440;10
2020-06-21 21:38:18Z;2020-06-21 23:38:18;120;JavaScript;latitude-E6440;3
2020-06-21 22:30:22Z;2020-06-22 00:30:22;120;JavaScript;latitude-E6440;8
2020-06-21 21:55:01Z;2020-06-21 23:55:01;120;JavaScript;latitude-E6440;2
2020-06-21 21:35:07Z;2020-06-21 23:35:07;120;JavaScript;latitude-E6440;3
2020-06-21 21:58:27Z;2020-06-21 23:58:27;120;JavaScript;latitude-E6440;5
2020-06-21 21:58:58Z;2020-06-21 23:58:58;120;JavaScript;latitude-E6440;8
2020-06-21 21:59:56Z;2020-06-21 23:59:56;120;JavaScript;latitude-E6440;8
2020-06-21 21:54:42Z;2020-06-21 23:54:42;120;JavaScript;latitude-E6440;3
2020-06-21 22:30:42Z;2020-06-22 00:30:42;120;JavaScript;latitude-E6440;4
2020-06-21 22:36:19Z;2020-06-22 00:36:19;120;JavaScript;latitude-E6440;4
2020-06-21 22:33:41Z;2020-06-22 00:33:41;120;JavaScript;latitude-E6440;24
2020-06-21 22:14:59Z;2020-06-22 00:14:59;120;JavaScript;latitude-E6440;11
2020-06-21 21:38:28Z;2020-06-21 23:38:28;120;JavaScript;latitude-E6440;2
2020-06-21 21:52:57Z;2020-06-21 23:52:57;120;JavaScript;latitude-E6440;7
2020-06-21 23:07:15Z;2020-06-22 01:07:15;120;JavaScript;latitude-E6440;5
2020-06-21 22:37:46Z;2020-06-22 00:37:46;120;JavaScript;latitude-E6440;16
2020-06-21 22:27:52Z;2020-06-22 00:27:52;120;JavaScript;latitude-E6440;15
2020-06-21 21:55:29Z;2020-06-21 23:55:29;120;JavaScript;latitude-E6440;3
2020-06-21 22:43:23Z;2020-06-22 00:43:23;120;JavaScript;latitude-E6440;64
2020-06-21 22:47:50Z;2020-06-22 00:47:50;120;JavaScript;latitude-E6440;4
2020-06-21 22:28:51Z;2020-06-22 00:28:51;120;JavaScript;latitude-E6440;6
2020-06-21 22:46:49Z;2020-06-22 00:46:49;120;JavaScript;latitude-E6440;7
2020-06-21 22:13:12Z;2020-06-22 00:13:12;120;JavaScript;latitude-E6440;6
2020-06-21 22:54:56Z;2020-06-22 00:54:56;120;JavaScript;latitude-E6440;20
2020-06-21 22:45:55Z;2020-06-22 00:45:55;120;JavaScript;latitude-E6440;8
2020-06-21 23:02:21Z;2020-06-22 01:02:21;120;JavaScript;latitude-E6440;13
2020-06-21 22:49:09Z;2020-06-22 00:49:09;120;JavaScript;latitude-E6440;7
2020-06-21 22:50:13Z;2020-06-22 00:50:13;120;JavaScript;latitude-E6440;11
2020-06-21 21:36:59Z;2020-06-21 23:36:59;120;JavaScript;latitude-E6440;6
2020-06-21 23:05:22Z;2020-06-22 01:05:22;120;JavaScript;latitude-E6440;2
2020-06-21 21:56:31Z;2020-06-21 23:56:31;120;JavaScript;latitude-E6440;4
2020-06-21 22:16:03Z;2020-06-22 00:16:03;120;JavaScript;latitude-E6440;19
2020-06-21 23:03:03Z;2020-06-22 01:03:03;120;JavaScript;latitude-E6440;38
2020-06-21 23:16:26Z;2020-06-22 01:16:26;120;JavaScript;latitude-E6440;2
2020-06-21 22:28:13Z;2020-06-22 00:28:13;120;JavaScript;latitude-E6440;8
2020-06-21 23:16:56Z;2020-06-22 01:16:56;120;JavaScript;latitude-E6440;1
2020-06-21 22:58:38Z;2020-06-22 00:58:38;120;JavaScript;latitude-E6440;7
2020-06-21 22:48:19Z;2020-06-22 00:48:19;120;JavaScript;latitude-E6440;10
2020-06-21 22:59:03Z;2020-06-22 00:59:03;120;JavaScript;latitude-E6440;4
2020-06-21 23:55:31Z;2020-06-22 01:55:31;120;JavaScript;latitude-E6440;4
2020-06-21 23:02:00Z;2020-06-22 01:02:00;120;JavaScript;latitude-E6440;7
2020-06-21 23:06:13Z;2020-06-22 01:06:13;120;JavaScript;latitude-E6440;9
2020-06-21 22:29:59Z;2020-06-22 00:29:59;120;JavaScript;latitude-E6440;6
2020-06-21 22:38:36Z;2020-06-22 00:38:36;120;JavaScript;latitude-E6440;25
2020-06-21 22:02:34Z;2020-06-22 00:02:34;120;JavaScript;latitude-E6440;8
2020-06-21 23:21:57Z;2020-06-22 01:21:57;120;JavaScript;latitude-E6440;127
2020-06-21 22:45:06Z;2020-06-22 00:45:06;120;JavaScript;latitude-E6440;8
2020-06-22 00:03:13Z;2020-06-22 02:03:13;120;JavaScript;latitude-E6440;4
2020-06-21 22:16:33Z;2020-06-22 00:16:33;120;JavaScript;latitude-E6440;8
2020-06-21 22:36:33Z;2020-06-22 00:36:33;120;JavaScript;latitude-E6440;3
2020-06-21 23:01:24Z;2020-06-22 01:01:24;120;JavaScript;latitude-E6440;12
2020-06-21 23:35:07Z;2020-06-22 01:35:07;120;JavaScript;latitude-E6440;1
2020-06-21 22:32:03Z;2020-06-22 00:32:03;120;JavaScript;latitude-E6440;8
2020-06-21 23:17:28Z;2020-06-22 01:17:28;120;JavaScript;latitude-E6440;7
2020-06-21 22:32:23Z;2020-06-22 00:32:23;120;JavaScript;latitude-E6440;2
2020-06-21 23:00:44Z;2020-06-22 01:00:44;120;JavaScript;latitude-E6440;5
2020-06-21 22:29:16Z;2020-06-22 00:29:16;120;JavaScript;latitude-E6440;5
2020-06-21 23:18:10Z;2020-06-22 01:18:10;120;JavaScript;latitude-E6440;3
2020-06-21 22:31:25Z;2020-06-22 00:31:25;120;JavaScript;latitude-E6440;7
2020-06-21 23:56:49Z;2020-06-22 01:56:49;120;JavaScript;latitude-E6440;10
2020-06-21 22:47:08Z;2020-06-22 00:47:08;120;JavaScript;latitude-E6440;8
2020-06-21 22:48:39Z;2020-06-22 00:48:39;120;JavaScript;latitude-E6440;7
2020-06-21 22:31:08Z;2020-06-22 00:31:08;120;JavaScript;latitude-E6440;10
2020-06-21 23:03:52Z;2020-06-22 01:03:52;120;JavaScript;latitude-E6440;25
2020-06-21 22:42:22Z;2020-06-22 00:42:22;120;JavaScript;latitude-E6440;20
2020-06-21 22:44:22Z;2020-06-22 00:44:22;120;JavaScript;latitude-E6440;16
2020-06-21 23:40:25Z;2020-06-22 01:40:25;120;JavaScript;latitude-E6440;3
2020-06-21 23:48:30Z;2020-06-22 01:48:30;120;JavaScript;latitude-E6440;10
2020-06-21 23:36:16Z;2020-06-22 01:36:16;120;JavaScript;latitude-E6440;7
2020-06-21 23:22:25Z;2020-06-22 01:22:25;120;JavaScript;latitude-E6440;15
2020-06-21 23:53:34Z;2020-06-22 01:53:34;120;JavaScript;latitude-E6440;3
2020-06-21 22:45:32Z;2020-06-22 00:45:32;120;JavaScript;latitude-E6440;11
2020-06-21 23:39:36Z;2020-06-22 01:39:36;120;JavaScript;latitude-E6440;24
2020-06-21 22:56:16Z;2020-06-22 00:56:16;120;JavaScript;latitude-E6440;17
2020-06-21 23:38:32Z;2020-06-22 01:38:32;120;JavaScript;latitude-E6440;7
2020-06-21 23:04:41Z;2020-06-22 01:04:41;120;JavaScript;latitude-E6440;8
2020-06-21 23:40:44Z;2020-06-22 01:40:44;120;JavaScript;latitude-E6440;6
2020-06-21 23:05:09Z;2020-06-22 01:05:09;120;JavaScript;latitude-E6440;7
2020-06-21 23:17:45Z;2020-06-22 01:17:45;120;JavaScript;latitude-E6440;1
2020-06-21 23:48:54Z;2020-06-22 01:48:54;120;JavaScript;latitude-E6440;19
2020-06-21 23:38:18Z;2020-06-22 01:38:18;120;JavaScript;latitude-E6440;42
2020-06-22 00:08:12Z;2020-06-22 02:08:12;120;JavaScript;latitude-E6440;5
2020-06-21 23:06:54Z;2020-06-22 01:06:54;120;JavaScript;latitude-E6440;13
2020-06-21 23:14:10Z;2020-06-22 01:14:10;120;JavaScript;latitude-E6440;20
2020-06-21 23:43:01Z;2020-06-22 01:43:01;120;JavaScript;latitude-E6440;10
2020-06-21 23:56:18Z;2020-06-22 01:56:18;120;JavaScript;latitude-E6440;5
2020-06-21 23:34:39Z;2020-06-22 01:34:39;120;JavaScript;latitude-E6440;15
2020-06-21 23:05:54Z;2020-06-22 01:05:54;120;JavaScript;latitude-E6440;5
2020-06-21 23:41:41Z;2020-06-22 01:41:41;120;JavaScript;latitude-E6440;5
2020-06-21 23:53:56Z;2020-06-22 01:53:56;120;JavaScript;latitude-E6440;7
2020-06-21 23:42:31Z;2020-06-22 01:42:31;120;JavaScript;latitude-E6440;20
2020-06-21 23:44:11Z;2020-06-22 01:44:11;120;JavaScript;latitude-E6440;10
2020-06-22 00:09:29Z;2020-06-22 02:09:29;120;JavaScript;latitude-E6440;6
2020-06-22 00:08:45Z;2020-06-22 02:08:45;120;JavaScript;latitude-E6440;6
2020-06-22 05:35:43Z;2020-06-22 07:35:43;120;JavaScript;latitude-E6440;3
2020-06-22 00:03:54Z;2020-06-22 02:03:54;120;JavaScript;latitude-E6440;21
2020-06-22 05:37:24Z;2020-06-22 07:37:24;120;JavaScript;latitude-E6440;1
2020-06-21 23:54:44Z;2020-06-22 01:54:44;120;JavaScript;latitude-E6440;4
2020-06-22 05:39:01Z;2020-06-22 07:39:01;120;JavaScript;latitude-E6440;4
2020-06-22 05:38:18Z;2020-06-22 07:38:18;120;JavaScript;latitude-E6440;1
2020-06-22 05:42:22Z;2020-06-22 07:42:22;120;JavaScript;latitude-E6440;6
2020-06-22 05:45:08Z;2020-06-22 07:45:08;120;JavaScript;latitude-E6440;8
2020-06-22 05:46:53Z;2020-06-22 07:46:53;120;JavaScript;latitude-E6440;16
2020-06-22 05:34:42Z;2020-06-22 07:34:42;120;JavaScript;latitude-E6440;1
2020-06-22 05:40:11Z;2020-06-22 07:40:11;120;JavaScript;latitude-E6440;15
2020-06-22 06:15:46Z;2020-06-22 08:15:46;120;JavaScript;latitude-E6440;14
2020-06-22 06:20:54Z;2020-06-22 08:20:54;120;JavaScript;latitude-E6440;12
2020-06-22 05:34:28Z;2020-06-22 07:34:28;120;JavaScript;latitude-E6440;3
2020-06-22 05:35:18Z;2020-06-22 07:35:18;120;JavaScript;latitude-E6440;4
2020-06-22 05:43:31Z;2020-06-22 07:43:31;120;JavaScript;latitude-E6440;11
2020-06-22 06:25:52Z;2020-06-22 08:25:52;120;JavaScript;latitude-E6440;9
2020-06-22 06:16:08Z;2020-06-22 08:16:08;120;JavaScript;latitude-E6440;7
2020-06-22 05:34:54Z;2020-06-22 07:34:54;120;JavaScript;latitude-E6440;1
2020-06-22 06:23:46Z;2020-06-22 08:23:46;120;JavaScript;latitude-E6440;11
2020-06-22 05:43:02Z;2020-06-22 07:43:02;120;JavaScript;latitude-E6440;7
2020-06-22 06:21:39Z;2020-06-22 08:21:39;120;JavaScript;latitude-E6440;13
